no,facility name,bed,city,authority,phone,post,postal code,email,address check,authority url,website,type,source,operator
348,German Canadian Care Home,132,Vancouver,Vancouver Coastal Health,(604) 713-6500,"2010 HARRISON DRVANCOUVER BC V5P 2P6",V5P 2P6,info@gcch.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75866/,http://www.gcch.ca/,Long-Term,Seniors Advocate,
349,Icelandic Harbour,72,Vancouver,Vancouver Coastal Health,(604) 321-3812,"2020 HARRISON DRVANCOUVER BC V5P 0A1",V5P 0A1,info@icelandicharbour.org,done,https://connect.health.gov.bc.ca//assisted-living-residence/1072,http://www.icelandicharbour.org/contact-us.html,Assited Living,Ministry of Health,Icelandic Care Home Hofn Society 
350,Amica Arbutus Manor,60,Vancouver,Vancouver Coastal Health,(604) 736-8936,"2125 EDDINGTON DRVANCOUVER BC V6L 3A9",V6L 3A9,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1029,https://www.amica.ca/arbutus-manor,Assited Living,Ministry of Health,Amica Arbutus Manor Inc. 
351,Purdy Pavilion - UBC Hospital,178,Vancouver,Vancouver Coastal Health,(604) 822-7121,"2221 WESBROOK MALLVANCOUVER BC V6T 2B5",V6T 2B5,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82246/,https://purdypavilion.weebly.com/,Long-Term,Seniors Advocate,
352,Finnish Home,64,Vancouver,Vancouver Coastal Health,(604) 325-8241,"2288 HARRISON DRVANCOUVER BC V5P 2P6",V5P 2P6,info@finncare.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75855/,https://www.finncare.ca/our-facilities/finnish-home,Long-Term,Seniors Advocate,
353,Point Grey Private Hospital,153,Vancouver,Vancouver Coastal Health,(604) 733-7133,"2423 CORNWALL AVEVANCOUVER BC V6K 1B9",V6K 1B9,heathermcintosh@tcgcare.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75710/,http://www.tcgcare.com/point-grey,Long-Term,Seniors Advocate,
354,Braddan Private Hospital,62,Vancouver,Vancouver Coastal Health,(604) 731-2127,"2450 W 2ND AVEVANCOUVER BC V6K 1J6",V6K 1J6,braddan@tcgcare.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/11787/,http://www.tcgcare.com/braddan,Long-Term,Seniors Advocate,
355,Royal Ascot Care Centre,82,Vancouver,Vancouver Coastal Health,(604) 254-5559,"2455 EAST BROADWAYVANCOUVER BC V5M 1Y1",V5M 1Y1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/11192/,https://www.royalascot.ca/,Long-Term,Seniors Advocate,
356,St. Vincent's - Langara,197,Vancouver,Vancouver Coastal Health,(604) 325-4116,"255 W 62ND AVEVANCOUVER BC V5X 4V4",V5X 4V4,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/96117/,http://www.providencehealthcare.org/hospitals-residences/st-vincents-langara,Long-Term,Seniors Advocate,
357,Fair Haven - Vancouver,101,Vancouver,Vancouver Coastal Health,(604) 433-2939,"2720 E 48TH AVEVANCOUVER BC V5S 1G7",V5S 1G7,info@fairhaven.bc.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75956/,http://www.fairhaven.bc.ca/long-term-care-2/,Long-Term,Seniors Advocate,
358,Banfield Pavilion - Vancouver General Hospital,132,Vancouver,Vancouver Coastal Health,(604) 875-4111,"2785 ASH STVANCOUVER BC V5Z 1M9",V5Z 1M9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82055/,http://www.vch.ca/locations-services/result?res_id=109,Long-Term,Seniors Advocate,
359,Tapestry at Arbutus Walk,30,Vancouver,Vancouver Coastal Health,(604) 736-1640,"2799 YEW STVANCOUVER BC V6K 4W2",V6K 4W2,TapestryArbutus@DiscoverTapestry.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1332,https://discovertapestry.com/community/arbutus-walk/,Assited Living,Ministry of Health,Tapestry AW Limited Partnership 
360,Three Links Care Centre,90,Vancouver,Vancouver Coastal Health,(604) 434-7211,"2934 E 22ND AVEVANCOUVER BC V5M 2Y4",V5M 2Y4,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/84822/,https://www.threelinks.com/,Long-Term,Seniors Advocate,
361,Villa Carital,81,Vancouver,Vancouver Coastal Health,(604) 434-0995,"3050 PENTICTON STVANCOUVER BC V5M 4W2",V5M 4W2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/11776/,http://www.villacarital.com/,Long-Term,Seniors Advocate,
362,Cooper Place,69,Vancouver,Vancouver Coastal Health,(604) 684-2545,"306 E CORDOVA STVANCOUVER BC V6A 1L5",V6A 1L5,,done,https://connect.health.gov.bc.ca//assisted-living-residence/13330,http://cccares.org,Assited Living,Ministry of Health,Providence Living Society 
363,Mount Saint Joseph Hospital,96,Vancouver,Vancouver Coastal Health,(604) 874-1141,"3080 PRINCE EDWARD STVANCOUVER BC V5T 3N4",V5T 3N4,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82099/,http://www.providencehealthcare.org/hospitals-residences/mount-saint-joseph-hospital,Long-Term,Seniors Advocate,
364,Kopernik Lodge,88,Vancouver,Vancouver Coastal Health,(604) 438-2474,"3150 ROSEMONT DRVANCOUVER BC V5S 2C9",V5S 2C9,admin@kopernik-lodge.bc.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/76058/,https://www.kopernik-foundation.org/,Long-Term,Seniors Advocate,
365,Blenheim Lodge,98,Vancouver,Vancouver Coastal Health,(604) 732-8717,"3263 BLENHEIM STVANCOUVER BC V6L 2X7",V6L 2X7,info-BL@blenheimlodge.org,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75833/,http://www.callingfoundation.org/blenheim-lodge/,Long-Term,Seniors Advocate,
366,Little Mountain Place,116,Vancouver,Vancouver Coastal Health,(604) 325-2298,"330 E 36TH AVEVANCOUVER BC V5W 3Z4",V5W 3Z4,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/92001/,http://www.littlemountaincare.org/little-mountain-place/,Long-Term,Seniors Advocate,
367,Tapestry at Wesbrook Village,20,Vancouver,Vancouver Coastal Health,(604) 225-5000,"3338 WESBROOK MALLVANCOUVER BC V6S 0A6",V6S 0A6,TapestryWesbrook@DiscoverTapestry.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1334,https://discovertapestry.com/community/wesbrook-village/,Assited Living,Ministry of Health,Tapestry WV Limited Partnership 
368,Cedars at Hopehill,89,Vancouver,Vancouver Coastal Health,(604) 251-4114,"3355 E 5TH AVEVANCOUVER BC V5M 0A1",V5M 0A1,office@hopehill.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1145,http://bghomes.ca/the-cedars,Assited Living,Ministry of Health,The Cedars Assisted Living at Hopehill Society 
369,Lakeview Care Centre,177,Vancouver,Vancouver Coastal Health,(604) 874-2803,"3490 PORTER STVANCOUVER BC V5N 5W4",V5N 5W4,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/97747/,https://www.agecare.ca/community/agecare-lakeview/care/,Long-Term,Seniors Advocate,
370,Central City Lodge,100,Vancouver,Vancouver Coastal Health,(604) 681-9111,"415 W PENDER STVANCOUVER BC V6B 1V2",V6B 1V2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/76148/,https://www.cccares.org/long-term-care/,Long-Term,Seniors Advocate,
371,Arbutus Care Centre,156,Vancouver,Vancouver Coastal Health,(604) 261-4292,"4505 VALLEY DRVANCOUVER BC V6L 2L1",V6L 2L1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/91224/,https://www.reveraliving.com/long-term-care/locations/arbutus,Long-Term,Seniors Advocate,
372,St. Vincent's - Brock Fahrni Pavilion,148,Vancouver,Vancouver Coastal Health,(604) 806-9710,"4650 OAK STVANCOUVER BC V6H 4J4",V6H 4J4,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82167/,http://www.providencehealthcare.org/hospitals-residences/st-vincents-brock-fahrni,Long-Term,Seniors Advocate,
373,Honoria Conway at St. Vincent's Heather,60,Vancouver,Vancouver Coastal Health,(604) 876-7191,"4875 HEATHER STVANCOUVER BC V5Z 0A7",V5Z 0A7,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1151,https://www.providencehealthcare.org/hospitals-residences/st-vincents-honoria-conway-heather,Assited Living,Ministry of Health,Providence Health Care Society 
374,Youville Residence,42,Vancouver,Vancouver Coastal Health,(604) 261-9371,"4950 HEATHER STVANCOUVER BC V5Z 3L9",V5Z 3L9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/76025/,http://www.providencehealthcare.org/hospitals-residences/youville-residence,Long-Term,Seniors Advocate,
375,Dogwood Lodge,83,Vancouver,Vancouver Coastal Health,(604) 263-7377,"500 W 57TH AVEVANCOUVER BC V6P 6E8",V6P 6E8,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75901/,http://www.vch.ca/locations-services/result?res_id=48,Long-Term,Seniors Advocate,
376,Simon K.Y. Lee Seniors Care Home,114,Vancouver,Vancouver Coastal Health,(604) 608-8800,"555 CARRALL STVANCOUVER BC V6B 2J8",V6B 2J8,mlcinfo@success.bc.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/18760/,https://www.successbc.ca/eng/services/multi-level-care-society/simon-k-y-lee-seniors-care-home/,Long-Term,Seniors Advocate,
377,The Harry and Jeanette Weinberg (of Baltimore) Residence,40,Vancouver,Vancouver Coastal Health,(604) 261-9622,"5650 OSLER STVANCOUVER BC V6M 2W9",V6M 2W9,vtrester@weinbergresidence.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1116,http://weinbergresidence.com/assisted-living/,Assited Living,Ministry of Health,The Louis Brier Jewish Residence Society 
378,Harmony House - Vancouver,33,Vancouver,Vancouver Coastal Health,(604) 648-0012,"580 SHANGHAI ALLEYVANCOUVER BC V6B 1N8",V6B 1N8,mlcinfo@success.bc.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1064,https://successbc.ca/assisted-living/services/harmony-house/,Assited Living,Ministry of Health,S.U.C.C.E.S.S. Multi-Level Care Society 
379,Legacy Senior Living - The Leo Wertman Residence,20,Vancouver,Vancouver Coastal Health,(604) 240-8550,"611 W 41 AVEVANCOUVER BC V5Z 2M8",V5Z 2M8,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1280,http://www.legacyseniorliving.com,Assited Living,Ministry of Health,Leo Wertman Residences Ltd. 
380,Clarendon Court,60,Vancouver,Vancouver Coastal Health,(604) 324-6230,"6404 CLARENDON STVANCOUVER BC V5S 4X9",V5S 4X9,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1045,https://www.baptisthousing.org/communities/lower-mainland/clarendon-court,Assited Living,Ministry of Health,Baptist Housing Society of BC 
381,George Pearson Centre,114,Vancouver,Vancouver Coastal Health,(604) 321-3231,"700 W 57TH AVEVANCOUVER BC V6P 1S1",V6P 1S1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82235/,http://www.vch.ca/locations-services/result?res_id=33,Long-Term,Seniors Advocate,
382,Columbus Residence,76,Vancouver,Vancouver Coastal Health,(604) 321-4405,"704 W 69TH AVEVANCOUVER BC V6P 2W3",V6P 2W3,jascher@columbusresidence.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/95127/,http://www.columbusresidence.ca/,Long-Term,Seniors Advocate,
383,Southview Heights,53,Vancouver,Vancouver Coastal Health,(604) 438-3367,"7252 KERR STVANCOUVER BC V5S 3V2",V5S 3V2,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1108,https://www.seniorsservicessociety.ca/location/southview-heights/,Assited Living,Ministry of Health,The Governing Council of The Salvation Army 
384,Holy Family Hospital,126,Vancouver,Vancouver Coastal Health,(604) 321-2661,"7801 ARGYLE STVANCOUVER BC V5P 3L6",V5P 3L6,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82268/,http://www.providencehealthcare.org/hospitals-residences/holy-family-hospital,Long-Term,Seniors Advocate,
385,Royal Arch Masonic Home,151,Vancouver,Vancouver Coastal Health,(604) 437-7343,"7850 CHAMPLAIN CRESCVANCOUVER BC V5S 4C7",V5S 4C7,reception@ramh.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/84327/,http://www.ramh.ca/,Long-Term,Seniors Advocate,
386,St. Jude's Anglican Home,55,Vancouver,Vancouver Coastal Health,(604) 874-3200,"810 W 27TH AVEVANCOUVER BC V5Z 2G7",V5Z 2G7,reception@stjudes.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75934/,https://stjudes.bc.ca/contact/,Long-Term,Seniors Advocate,
387,Haro Park,28,Vancouver,Vancouver Coastal Health,(604) 687-5584,"1233 Haro ST
VANCOUVER BC V6E 3Y5",V6E 3Y5,info@haropark.org,done,https://connect.health.gov.bc.ca//assisted-living-residence/1065,http://www.haropark.org/,Assited Living,Ministry of Health,Haro Park Centre Society 
388,Adanac Park Lodge,73,Vancouver,Vancouver Coastal Health,(604) 299-7567,"851 BOUNDARY RDVANCOUVER BC V5K 4T2",V5K 4T2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/11923/,http://www.littlemountaincare.org/adanac-park-lodge/,Long-Term,Seniors Advocate,
389,Windermere Care Centre,207,Vancouver,Vancouver Coastal Health,(604) 736-8676,"900 W 12TH AVEVANCOUVER BC V5Z 1N3",V5Z 1N3,info@windermerecare.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/97129/,http://www.windermerecare.ca/,Long-Term,Seniors Advocate,
390,Villa Cathay Care Home,153,Vancouver,Vancouver Coastal Health,(604) 254-5621,"970 UNION STVANCOUVER BC V6A 3V1",V6A 3V1,info@villacathay.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75978/,https://www.villacathay.ca/,Long-Term,Seniors Advocate,
391,Granville Gardens Retirement,30,Vancouver,Vancouver Coastal Health,(604) 563-3540,"1550 W 49 AVE
VANCOUVER BC V6M 0B3",V6M 0B3,info@granvillegardensretirement.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1317,http://granvillegardens.net,Assited Living,Ministry of Health,Verve Senior Living 
392,Riverside Place,14,Vanderhoof,Northern Health,(250) 567-9205,"PO BOX 1249, 157 W VICTORIA ST
VANDERHOOF BC V0J 3A0",V0J 3A0,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1140,http://www.connexus.ca,Assited Living,Ministry of Health,Connexus Community Resources Society 
393,Stuart Nechako Manor,53,Vanderhoof,Northern Health,(250) 567-2013,"3277 HOSPITAL RDVANDERHOOF BC V0J 3A2",V0J 3A2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75035/,https://www.northernhealth.ca/locations/long-term-care/stuart-nechako-manor,Long-Term,Seniors Advocate,
394,Noric House,85,Vernon,Interior Health,(250) 545-9167,"1400 MISSION RDVERNON BC V1T 9C3",V1T 9C3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/71503/,https://www.interiorhealth.ca/locations/noric-house,Long-Term,Seniors Advocate,
395,Polson Residential Care - Vernon Jubilee Hospital,97,Vernon,Interior Health,(250) 558-1200,"2101 32ND STVERNON BC V1T 5L2",V1T 5L2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82448/,https://www.interiorhealth.ca/locations/polson,Long-Term,Seniors Advocate,
396,The Gateby,75,Vernon,Interior Health,(250) 545-4456,"3000 GATEBY PLVERNON BC V1T 8V8",V1T 8V8,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/86251/,https://www.interiorhealth.ca/locations/gateby-care-facility,Long-Term,Seniors Advocate,
397,The Hamlets at Vernon,20,Vernon,Interior Health,(236) 426-1488,"3050 29TH AVEVERNON BC V1T 9Y9",V1T 9Y9,vernon@optimaliving.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/13333,http://www.thehamletsatvernon.com,Assited Living,Ministry of Health,Yarrow Limited Partnership 
398,Heritage Square,25,Vernon,Interior Health,(250) 545-2060,"3904 27TH STVERNON BC V1T 4X7",V1T 4X7,Susan.sampson@kaigo.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1069,https://www.kaigo.ca/heritage-square,Assited Living,Ministry of Health,Kaigo Retirement Communities Ltd. 
399,Carrington Place,55,Vernon,Interior Health,(250) 545-5704,"4651 23RD ST
VERNON BC V1T 4K7",V1T 4K7,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1037,https://chartwell.com/en/retirement-residences/chartwell-carrington-place-assisted-living/overview,Assited Living,Ministry of Health,Chartwell Master Care LP (Chartwell Carrington Place) 
400,Heron Grove,40,Vernon,Interior Health,(250) 542-6101,"4900 20TH STVERNON BC V1T 9W3",V1T 9W3,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1070,https://gss.org/locations/heron-grove/,Assited Living,Ministry of Health,Good Samaritan Canada 
401,Creekside Landing,38,Vernon,Interior Health,(250) 549-9550,"6190 OKANAGAN LANDING RDVERNON BC V1H 1M3",V1H 1M3,Susan.sampson@kaigo.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1156,https://www.kaigo.ca/creekside-landing,Assited Living,Ministry of Health,Creekside Landing Ltd. 
402,Glenwarren Lodge,108,Victoria,Vancouver Island Health,(250) 383-2323,"1230 BALMORAL RDVICTORIA BC V8T 1B3",V8T 1B3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/91000/,https://www.reveraliving.com/long-term-care/locations/glenwarren-lodge,Long-Term,Seniors Advocate,
403,Cridge Village Seniors Centre,38,Victoria,Vancouver Island Health,(250) 384-8058,"1307 HILLSIDE AVEVICTORIA BC V8T 0A2",V8T 0A2,jlinka@cridge.org,done,https://connect.health.gov.bc.ca//assisted-living-residence/1055,http://www.cridge.org,Assited Living,Ministry of Health,The Cridge Centre for the Family 
404,Aberdeen Hospital,100,Victoria,Vancouver Island Health,(250) 370-5648,"1450 HILLSIDE AVEVICTORIA BC V8T 2B7",V8T 2B7,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82426/,https://www.islandhealth.ca/our-locations/long-term-care-locations/aberdeen-hospital,Long-Term,Seniors Advocate,
405,Hillside Terrace,45,Victoria,Vancouver Island Health,(250) 383-1977,"1460 HILLSIDE AVEVICTORIA BC V8T 2B7",V8T 2B7,neighbourfeedback@coolaid.org,done,https://connect.health.gov.bc.ca//assisted-living-residence/1071,https://coolaid.org/how-we-help/housing/seniors-housing/#hillside,Assited Living,Ministry of Health,Victoria Cool Aid Society 
406,Luther Court,30,Victoria,Vancouver Island Health,(250) 477-7241,"1525 CEDAR HILL CROSS RDVICTORIA BC V8P 5M1",V8P 5M1,info@luthercourt.org,done,https://connect.health.gov.bc.ca//assisted-living-residence/1084,http://www.luthercourt.org,Assited Living,Ministry of Health,Luther Court Society 
407,Glengarry Hospital,135,Victoria,Vancouver Island Health,(250) 370-8699,"1780 FAIRFIELD RDVICTORIA BC V8S 1G7",V8S 1G7,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82415/,https://www.islandhealth.ca/our-locations/long-term-care-locations/glengarry,Long-Term,Seniors Advocate,
408,Marrion Village,52,Victoria,Vancouver Island Health,(250) 592-2231,"1968 BEE STVICTORIA BC V8R 6P6",V8R 6P6,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1085,http://www.baptisthousing.org,Assited Living,Ministry of Health,Baptist Housing Society of BC 
409,Ross Place Retirement Residence,40,Victoria,Vancouver Island Health,(250) 381-8666,"2638 ROSS LANE
VICTORIA BC V8T 5M4",V8T 5M4,info@rossplace.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1335,http://www.rossplace.ca,Assited Living,Ministry of Health,Ross Place Seniors Residence Society 
410,Wellesley Seniors Village,74,Victoria,Vancouver Island Health,(250) 383-9099,"2800 BLANSHARD STVICTORIA BC V8T 5B5",V8T 5B5,well.info@retirementconcepts.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1329,http://www.retirementconcepts.com/locations/the-wellesley/,Assited Living,Ministry of Health,Wellesley Seniors Village 3 LLP 
411,Kiwanis Pavilion,122,Victoria,Vancouver Island Health,(250) 598-2022,"3034 CEDAR HILL RDVICTORIA BC V8T 3J3",V8T 3J3,sjohnson@obkp.org,done,https://www.seniorsadvocatebc.ca/quickfacts/location/84866/,http://www.kiwanispavilion.ca/,Long-Term,Seniors Advocate,
412,James Bay Care Centre,115,Victoria,Vancouver Island Health,(250) 388-6457,"336 SIMCOE STVICTORIA BC V8V 1L2",V8V 1L2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/97646/,https://www.agecare.ca/community/agecare-jamesbay/care/,Long-Term,Seniors Advocate,
413,The Cedars,10,Victoria,Vancouver Island Health,(250) 477-4850,"3710 CEDAR HILL RDVICTORIA BC V8P 5V5",V8P 5V5,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1111,http://www.dawsonheights.ca,Assited Living,Ministry of Health,Dawson Heights Housing Ltd. 
414,The Heights at Mount View,260,Victoria,Vancouver Island Health,(250) 384-1313,"3814 CAREY RDVICTORIA BC V8Z 4C4",V8Z 4C4,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/30150/,https://www.baptisthousing.org/communities/heights-mt-view-victoria,Long-Term,Seniors Advocate,
415,Selkirk Seniors Village,41,Victoria,Vancouver Island Health,(250) 940-1028,"385 WATERFRONT CRESVICTORIA BC V8T 5K7 ",V8T 5K7 ,selkirk.info@retirementconcepts.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1325,http://www.retirementconcepts.com/locations/selkirk-seniors-village/,Assited Living,Ministry of Health,Selkirk Seniors Village 3 LLP 
416,Berwick House,35,Victoria,Vancouver Island Health,(250) 721-4062,"4062 SHELBOURNE STVICTORIA BC V8N 3E6",V8N 3E6,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1209,https://www.berwickretirement.com/bh/,Assited Living,Ministry of Health,Berwick Investments Ltd. 
417,Parry Place,21,Victoria,Vancouver Island Health,(250) 382-4443,"408 PARRY STVICTORIA BC V8V 2H7",V8V 2H7,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1150,https://www.islandhealth.ca/our-locations/assisted-living-locations/parry-place-assisted-living,Assited Living,Ministry of Health,Capital Region Housing Corporation 
418,Berwick Royal Oak,40,Victoria,Vancouver Island Health,(250) 386-4680,"4680 ELK LAKE DRVICTORIA BC V8Z 0B4",V8Z 0B4,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1183,https://www.berwickretirement.com/bro/,Assited Living,Ministry of Health,Berwick Retirement Royal Oak 
419,Amica Douglas House,30,Victoria,Vancouver Island Health,(250) 383-6258,"50 DOUGLAS STVICTORIA BC V8V 2N8",V8V 2N8,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1137,https://www.amica.ca/douglas-house,Assited Living,Ministry of Health,Amica Mature Lifestyles Inc. 
420,Beckley Farm Lodge,64,Victoria,Vancouver Island Health,(250) 381-4421,"530 SIMCOE STVICTORIA BC V8V 4W4",V8V 4W4,info@broadmeadcare.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/84440/,https://www.broadmeadcare.com/adult-day-programs/beckley-farm-lodge/,Long-Term,Seniors Advocate,
421,Amica Somerset House,68,Victoria,Vancouver Island Health,(250) 380-9121,"540 DALLAS RDVICTORIA BC V8V 4X9",V8V 4X9,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1030,https://www.amica.ca/somerset-house,Assited Living,Ministry of Health,Amica Somerset House Inc. 
422,Victoria Chinatown Care Centre,31,Victoria,Vancouver Island Health,(250) 381-4322,"555 HERALD STVICTORIA BC V8W 1S5",V8W 1S5,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/84989/,https://www.victoriachinatowncare.ca/,Long-Term,Seniors Advocate,
423,Gorge Road Hospital,111,Victoria,Vancouver Island Health,Arbutus View: (250) 519-3510 / Water View: (250) 519-3514,"63 GORGE RD EVICTORIA BC V9A 1L2",V9A 1L2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/24000/,https://www.islandhealth.ca/our-locations/long-term-care-locations/gorge-road-hospital-long-term-care,Long-Term,Seniors Advocate,
424,Beacon Hill Villa,80,Victoria,Vancouver Island Health,(250) 383-5447,"635 SUPERIOR STVICTORIA BC V8V 1V1",V8V 1V1,bhv.info@retirementconcepts.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/12520/,https://www.retirementconcepts.com/locations/beacon-hill-villa/,Long-Term,Seniors Advocate,
425,Legion Manor,20,Victoria,Vancouver Island Health,(250) 652-3261,"7601 E SAANICH RDVICTORIA BC V8M 0A4",V8M 0A4,legionrentals@legionmanorvictoria.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1083,http://www.legionmanorvictoria.com,Assited Living,Ministry of Health,South Vancouver Island Housing Society 
426,Jesken Aerie,60,Victoria,Vancouver Island Health,(250) 474-1524,"817 GOLDSTREAM AVEVICTORIA BC V9B 2X8",V9B 2X8,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1074,http://makola.bc.ca/homes/assisted-living/,Assited Living,Ministry of Health,M'akola Housing Society 
427,Mount St. Mary Hospital,200,Victoria,Vancouver Island Health,(250) 480-3103,"861 FAIRFIELD RDVICTORIA BC V8V 5A9",V8V 5A9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82606/,https://www.mountstmary.ca/,Long-Term,Seniors Advocate,
428,The Summit,320,Victoria,Vancouver Island Health,(250) 370-3750,"955 HILLSIDE AVEVICTORIA BC V8T 1Z9",V8T 1Z9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/30748/,https://www.islandhealth.ca/our-locations/long-term-care-locations/summit-0,Long-Term,Seniors Advocate,
429,Amica on the Gorge,91,Victoria,Vancouver Island Health,250-220-8000,"994 GORGE RD W
VICTORIA BC V9A 0G8",V9A 0G8,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1347,http://amica.ca/thegorge,Assited Living,Ministry of Health,Saanich Senior Living Inc. 
430,Brookhaven Care Centre,104,West Kelowna,Interior Health,(250) 862-4040,"1775 SHANNON LAKE RDWEST KELOWNA BC V4T 2N7",V4T 2N7,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/11169/,https://www.interiorhealth.ca/locations/brookhaven-care-centre,Long-Term,Seniors Advocate,
431,Lakeview Lodge,114,West Kelowna,Interior Health,(250) 768-3802,"2337 BUTT RDWEST KELOWNA BC V4T 3L3",V4T 3L3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/29410/,https://www.siennaliving.ca/long-term-care/british-columbia/lakeview-lodge-care-community,Long-Term,Seniors Advocate,
432,The Village at Smith Creek,73,West Kelowna,Interior Health,(250) 768-0488,"2425 ORLIN RDWEST KELOWNA BC V4T 3C7",V4T 3C7,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1152,https://www.baptisthousing.org/communities/kelowna-interior/smith-creek-village,Assited Living,Ministry of Health,Baptist Housing Enhanced Living Communities 
433,Hollyburn House,30,West Vancouver,Vancouver Coastal Health,(604) 922-7616,"2095 MARINE DRWEST VANCOUVER BC V7V 4V5",V7V 4V5,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1191,https://reveraliving.com/en/live-with-us/british-columbia/west-vancouver/hollyburn-house,Assited Living,Ministry of Health,HCN Revera Lessee (Hollyburn House) GP Inc 
434,Amica West Vancouver,87,West Vancouver,Vancouver Coastal Health,(604) 921-9181,"659 CLYDE AVEWEST VANCOUVER BC V7T 1C8",V7T 1C8,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1031,https://www.amica.ca/west-vancouver,Assited Living,Ministry of Health,Amica West Vancouver Inc. 
435,Inglewood Care Centre,230,West Vancouver,Vancouver Coastal Health,(604) 922-9394,"725 INGLEWOOD AVEWEST VANCOUVER BC V7T 1X5",V7T 1X5,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75989/,https://www.baptisthousing.org/communities/lower-mainland/inglewood-care-centre-long-term-care,Long-Term,Seniors Advocate,
